Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_SP_A2_20_14_14_SFC	2017	24 / 60	40	A2 (upper beginner)	Female	20	Universidad de Granada	Estudios ingleses	4º	Spanish	Spanish	Spanish	Spanish	7	14	No	""	""	0	B1	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B1 (lower intermediate)	4.5 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online	10	Outside classroom	""	Charlie Chaplin was walking in the street while he found a baby on the ground hhh he did not know where the baby come from hhh he tried to find it but he did not get it hhh he thought that the solution is giving up the baby to a woman but the woman did not want another another baby another one hhh secondly Charlie Chaplin gave the baby to an old man but he he did not want him hhh the old man put the baby in the same place that Charlie Chaplin did hhh with the woman hhh baby / the woman thought that it was Chaplin again and hit him hhh Charlie Chaplin tried to leave the baby where he found him hhh but a police saw saw him and he couldn't do it / finally he takes care he takes care of the baby and finds a paper hhh the baby is an orphan	
Learners	ES_WR_A2_21_10_14_RAG	2018	25 / 60	41.7	A2 (upper beginner)	Male	21	Universidad de Granada	EDIFICACIÓN	4º	Spanish	Spanish	Spanish	Spanish	10	10	No	""	""	0	B1	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	10	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	"In this video Charles Chaplin appears walking through a neighborhood that seems to be at war, or at least with nutritional deficiencies. Walking there, he finds a baby on the floor, a baby he tries to get rid of by giving it to other people, but the poor child always ends up returning to him. Finally, when he is no longer sure of what to do, he reads a letter that was on the child's clothes, in which he said ""give love to this orphan child""."	
Learners	ES_SP_A2_21_10_14_RAG	2018	25 / 60	41.7	A2 (upper beginner)	Male	21	Universidad de Granada	EDIFICACIÓN	4º	Spanish	Spanish	Spanish	Spanish	10	10	No	""	""	0	B1	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	10	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	the video start with Charl Chaplin / that uh where he / hhh he found a baby while he was /  uh smoking / uh he / thought that the baby /  is / uh is xxx / and a woman uh she / uh she say to the woman you d= drop something / uh she give her the baby / but uh the woman uh fight with her / uh with him / they uh see her Chaplin uh Chaplin / uh uh give the baby in to the same location that he found / he found him /  uh but / uh policemen uh see / Charles Chaplin uh with the baby and Chaplin / again uh Chaplin / uh kept the baby again / uh / uh he give / the baby to other man / uh the man / give the baby again to the woman / and uh the woman give the baby again to Charles Chaplin /  finally / Chaplin sit in the street and / he read a note that the baby have / uh which uh is write uh please / love and care this orphan / this orphan baby / uh / the is the final of the video	
Learners	ES_WR_A2_22_13_14_COL	2018	23 / 60	38.3	A2 (upper beginner)	Male	22	Universidad de Granada	Filología clásica	""	Spanish	Spanish	Spanish	Spanish	6	13	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	10	Outside classroom	""	A guy that's been in such street was furl by Chaplin. Chaplin had missfortune when he wanted leave the child with a madame she didn't accept the baby. Chaplin give up and a polizeman comed for him. Chaplin that doesn't know what he want a do pick up again the baby and he run away. In his fuge, he founded a old man and take him the baby. Now Champlin runs and hides into a doorway, the polize found him and the old man. He goes out the street and found again the baby-car's madame and left the baby. The lady sees that harasses, the polizeman comes back too and Champlin is forced to carry of the baby. Later he could read a postcard that says that baby was an orphan child.	
Learners	ES_WR_A2_22_9_14_SRM	2018	27 / 60	45	A2 (upper beginner)	Female	22	Universidad de Granada	farmacia	tercero	Spanish	Spanish	Spanish	Spanish	9	9	No	""	""	0	""	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	2.5 / 6	French, Arabic	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	Written	14	14. Chaplin	written_online	8	Outside classroom	""	"Here is a summary of the video of  Charles Chaplin. We have a mixature of the good and the bad because at the beggining of the video  Charles Chaplin was trying to leave the baby that found in the street  . Finally Charles Charles Chaplin  decides to take baby when  he found a letter that said "" care and love this orphan baby"" then he laugh and decided to take care of  the baby  and this is the good part of the video."	
Learners	ES_SP_A2_22_9_14_SRM	2018	27 / 60	45	A2 (upper beginner)	Female	22	Universidad de Granada	farmacia	tercero	Spanish	Spanish	Spanish	Spanish	9	9	No	""	""	0	""	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	2.5 / 6	French, Arabic	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	8	Outside classroom	""	in this video we can / uh / Charles Chaplin / was uh smoking a cigarette / and he found a baby in the street / uh he / took the baby / and trying to leave / leave / the baby / uh with a woman that / he cause / he / uh later / he try / another wa= / another / time / to leave the baby / but the police / cause / Char= / cause / Charlie Cha= / Charles Chaplin / uh / finally / Charles Chaplin sits in the / floor with the baby / 'n' / read a letter / that / uh / said / said / uh / uh / uh care me 'n' / anothers thing	
Learners	ES_SP_A2_22_13_14_COL	2018	23 / 60	38.3	A2 (upper beginner)	Male	22	Universidad de Granada	Filología clásica	""	Spanish	Spanish	Spanish	Spanish	6	13	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	10	Outside classroom	""	Chaplin is walking into the street and found a baby / uh he don't understand why the baby is in the street / forgotten / uh / uh she found a he found a / a woman / with a bab= / baby car / 'n' / he / uh speak with him / with her / but / the woman / have haven't g= hasn't got in idea uh for the baby / uh / Chaplin / uh go away / 'n' / found uh / an old man / he / prank him / 'n' / he / say please / uh hold the / baby / when the man help him / Chaplin run away / uh / the old man / don't understand / uh / go to / to the principals street / 'n' found / the baby car again / he left / in / the baby car / 'n' the / the mother / comes / to the / to do / with him with him baby / 'n' found / again uh other / baby / Chaplin is near / 'n' / the woman see / saw uh / see him / uh so he / she uh / she go hit him / she goes hit him / uh Chaplin / take again the baby 'n' / he understand that / is an orphan child / cause because / he / he read a letter / that he found in the with the baby	
Learners	ES_WR_A2_23_4_14_B	2018	25 / 60	41.7	A2 (upper beginner)	Male	23	Universidad de Granada	Ingenieria de edificacion	curso universitario	Spanish	Spanish	Spanish	Spanish	16	4	No	""	""	0	A2	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A1 (lower beginner)	2 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	45	Outside classroom	Bilingual dictionary (Spanish/English)	There was a man, Charles Chaplin who was smoking a ciggarette and suddenly he found a lonely baby. <br/> After he took the baby and looking for his or her parents, then he saw a woman with a buggy, so he thought that baby was her, however she had already another child and he tried dropped the child in the buggy, but woman said: pardon me, you dropped something, then he took the child again. <br/> There was another moment, where he tried to leave in the same street, but one policeman appeared, so he took the baby again. <br/> while he was walking with the child, he saw a man and he give the baby and he ran. This man saw the same woman before and he leave the baby in the buggy and he ran, when she found two babies look around and she saw to Charles Chaplin and as the policeman was there, he had to take the baby. <br/> The last time he tried leave the child in the street, but suddenly look a note, where it says: Please love and care for this orphan child. <br/> Therefore he kept the orphan baby.	
Learners	ES_SP_A2_23_4_14_B	2018	25 / 60	41.7	A2 (upper beginner)	Male	23	Universidad de Granada	Ingenieria de edificacion	curso universitario	Spanish	Spanish	Spanish	Spanish	16	4	No	""	""	0	A2	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A1 (lower beginner)	2 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	45	Outside classroom	Bilingual dictionary (Spanish/English)	hello / my name is / ryan 'n' / 'n' this video is so funny / really / uh first / we can see / uh Charlie Chaplin / uh / thi= this man / uh try / this man was / uh smoking / but / she / but he have found / hhh a child orphan orphan child / 'n' uh / he took / 'n' / 'n' he / he think that this / this baby / uh was uh / another / woman / uh / he / he try / put / into / uh / into uh / gived / this / this woman / but / uh this baby no is / no is her / hhh / no is of her / uh / Charlie Chaplin / again / he / he try abandonate this orphan child / uh but / a policeman / uh / he see him / 'n' Charlie Chaplin / uh / uh / uh / xxx this this baby / 'n' / he / don't / he don't know that / do what this / that this baby / 'n' / he / he give / another another man / this child baby / this chi= orphan baby / uh / 'n' later uh this man / put in again / uh above woman / uh later / uh this woman / uh she see him Charlie Chaplin / uh 'n' she give / a / child again / and the policeman hhh see / see him / 'n' / Charlie Chaplin uh he don't know / uh to / to do this / orphan child / 'n' he try abandonate again / but she found a letter in / above him / that say uh love and care this orphan child / 'n' Charlie Chaplin / uh the see it / 'n' / love him uh / take care him / 'n' this is all	
Learners	ES_WR_A2_26_3_14_SM	2018	23 / 60	38.3	A2 (upper beginner)	Male	26	Universidad de Granada	FILOLOGÍA ÁRABE	4º	Spanish	Spanish, Arabic (Morocco)	Spanish, Arabic (Morocco)	Spanish, Arabic (Morocco)	11	3	No	""	""	0	CENTRO LENGUAS MODERNAS (B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	Arabic	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	40	Outside classroom	Bilingual dictionary (Spanish/English)	"IN THIS VIDEO I COULD WATCH A FUNNY FILM OF FUNNY ACTOR AS CHARLES CHAPLIN. IN THE VIDEO CHAPLIN FOUND A CHILD BETWEEN GARBAGE IN STREET WHEN A POLICEMAN SAW HIM LEAVING THE BABY ON THE STREET BEHIND GARBAGE, SO CHAPLIN PICKED UP THE CHILD AGAIN AND TOOK HIM WITH HIM. AFTER CHAPLIN WILL TRY TO PUT  THE CHILD INSIDE THE BABY'S CAR OF A LADY BUT SHE CHATCHES HIM AND GIVES A LIFT WITH UMBRELLA. SO FINALLY CHAPLIN FOUND A LETTER INSIDE THE BABY'S BLANKET THAT SAYS: ""PLEASE LOVE AND CARE FOR THIS ORPHAN CHILD""."	
Learners	ES_SP_A2_26_3_14_SM	2018	23 / 60	38.3	A2 (upper beginner)	Male	26	Universidad de Granada	FILOLOGÍA ÁRABE	4º	Spanish	Spanish, Arabic (Morocco)	Spanish, Arabic (Morocco)	Spanish, Arabic (Morocco)	11	3	No	""	""	0	CENTRO LENGUAS MODERNAS (B1)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	Arabic	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	40	Outside classroom	Bilingual dictionary (Spanish/English)	hi in this video we can look uh at a you can watch / uh you can watch uh Charlie Chaplin / is / uh walking / between uh a streets / and then some people throw him / uh rubbish / but uh he can / he try to to know who / who is doing that / after after some time he wi= he will uh look / at a one baby / uh hhh in the floor / in street / uh alone / 'n' then he will try to to look for hi uh his mother / but he can't he can't uh found / found her / uh he he will look uh one women / uh with uh / with a baby / and he will / put / the ba= put uh the baby / in his uh car / car baby car / so the women will be angry / of uh with the / Charlie Chaplin because uh this baby is not her / so uh / he will try to to give the baby to other man / that uh he dis man is walking in street / and uh / he he is not uh hhh he is not influenced with baby / so dis man / will put again the baby in car / of uh the women / so the women / uh look uh after after that / to uh / Charlie Chaplin uh / walking / again / and she will hit / him / uh because he do bad / and put the baby in in his in her carry / so uh one policeman / uh look the problem look the situation between uh Charlie Chaplin and the women so he try to / to save the to save / the solution / to the situation / uh hhh finally uh Charlie Chaplin will will uh hhh uh will take the baby for him / and uh he / he found / one letter / in his uh in in the hhh babys' uh wear / uh saying / love and care the baby / uh because he's uh orphan	
Learners	ES_WR_B1_18_10_14_JAGV	2018	38 / 60	63.3	B1 (lower intermediate)	Male	18	Universidad de Granada	Estudios Inglese	1º	Spanish	Spanish	Catalan, Spanish	Spanish	8	10	No	""	""	0	First Certificate	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	12	Outside classroom	""	In this video Charles Chaplin finds a baby in a corner and he thinks that  he is property of a woman walking around and gives him to her, but he is not a child of  the woman and Charles leaves and leaves him in the same corner but he finds the police while he is doing it and has to leave with the child <br/> After he gives him to a person walking by and runs, and the person thinking again that is property of de woman, gives the baby to her. She sees Charles again and gives him to him. <br/> Eventually Charles reads in a note that the baby is orphan and decides to stay with him	
