Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_20_14_GW	2020	Female	20	University of East Anglia	American studies	3	English	British English	English	English	English	Yes	""	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	Charlie Chaplin find an abandoned child by a trashcan, and and picks up the baby and starts wondering whose baby it is, he put the baby in a pram with another child but then the woman who is the mother of the child comes out and start yelling at him. He then tries to give it to a stranger who then gives it back to the woman with the child who then attacks Charlie Chaplin.In the end Charlie Chaplin keeps the child as he has formed an emotional connection with it.	
Native	EN_WR_20_14_PM	2018	Male	20	Central College	English and Spanish	Sophomore	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin was walking through the street when he came upon a small bundle in a corner.  Much to his surprise, inside the bundle was a baby! Charlie then felt responsible to do something with the small child and luckily for him a woman pushing a baby carriage and her child happened to be walking by.  He was caught by the woman trying to abandon the abandoned child in stroller and was still left with the child.  Afterwards he tried to place the baby back where it was originally found, but was seen by a police officer and given the context of  the sight of a man placing a baby on the street Charlie grabbed the baby and continued to try to find him a home.  While walking, he found a man and swindled him into holding the baby and quickly ran away.  Coincidently enough, the man placed the baby in the same carriage that Charlie had earlier.  Later when the woman realized she once again had two babies, she was furious and saw Charlie walking and assumed he had placed the abandoned baby in her stroller again.  In the end after man attempts of trying to abandoned baby, it finally found a home with Charlie after the goofy man with the mustache realized that the child was an orphan.	
Native	EN_WR_20_14_AS	2017	Female	20	University of Birmingham	""	3	English	British English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	The video is a silent film based featuring Charlie Chaplin. The video begins with Charlie Chaplin walking out of a building on his own, however he gets something thrown on him. He continues to dust himself off, before spotting a baby on the floor. Throughout the video he attempts to return the baby to various people but isn't successful in finding the parent of the child. The first person he believes to be the mother, and places the baby in the stroller, however she begins to hit Charlie as she is not the owner. This continues throughout the video with similar reactions from the people. The video ends with Charlie holding the baby while sitting on the floor and finds a note stating the baby is a orphan and needs love and care. As a result he walks off holding the baby indicating that he will look after the child.	
Native	EN_WR_20_14_MC	2018	Female	20	Abilene Christian University	Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	4	""	In this video, Charlie Chaplin is walking down an alley where many people are throwing out their trash. As he is walking, he finds a baby that has been left behind. When a woman passes by with a stroller, he tries to sneak the baby in with hers, but she notices and makes him take it back. He then gives the man to another guy walking by, who also tries to leave the baby in the stroller, but the mother thinks it is Chaplin and tells the police. The police return the baby to Chaplin, who walks off with him.	
Native	EN_WR_20_14_EES	2018	Female	20	Messiah College	Spanish and Politics	3rd	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	2	""	There is a man walking down the street who finds a baby lying on the side of the road. He decided to pick up the baby and find it's mother. When he finds a woman with a baby stroller, he leaves the baby, but the woman becomes angry with him because it is not her baby. After the man takes the baby back, he thinks about leaving the baby where he found it, but a police officer sees him he gives it to another man instead. This other man then leaves the baby in the same baby stroller when the woman is not looking. The first man walks by the baby stroller again and the woman sees him, assuming that he is the one that left the child. She then yells at him and calls the police officer who then makes him take the child back again. The man sits on the side of the road pondering what to do with the baby. It appears that he considers placing it in a sewer drain, but then he finds a note in the baby's blanket that asks him to love and take care of the orphan child. After thinking a little bit more, the man gets up and leaves, seeming having decided to love and care for the child.	
Native	EN_WR_20_14_TK	2018	Female	20	Central College	Business Management and Spanish	3rd	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	Charlie is in an alley messing around with his cigar, trying to throw it away in the trash. While he is doing this, he finds a baby laying on the ground. Charlie doesn't know what to do with the baby. He begins to set the baby back down on the ground, but a policeman walks by and thinks that Charlie is leaving his baby in the street. Charlie holds the baby and finds a mother walking by with a baby carriage. The baby doesn't belong to her, and she yells at Charlie. Charlie takes the baby and walks out of the alley onto a main street. He sees another mother with a carriage and sets the baby in it, trying to leave the baby there. The mother sees this and becomes very angry with Charlie. She begins to hit him with an umbrella and the policeman comes by again. Charlie takes the baby again and sits on the curb. He considers throwing the baby down a manhole. He finds a note tucked in the blankets that explains that the baby needs love and care because it is an orphan baby. Charlie keeps the baby!	
Native	EN_WR_20_14_SM	2018	Female	20	Central College	Business Management	Sophomore	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	During this video there was a man just walking around and doing his daily routine. All of a sudden many things started happening to him. Bricks fell down from the building, something was shot at him. He then found a baby lying on the ground. He picked up the baby wondering where it had come from. He later then noticed a lady walking by with a stroller and he put the baby inside her stroller when she wasn't looking. The woman got mad and he took the baby back, because although she was in search of a baby; this was not her baby. He then picked it up and went on his way, and didn't leave the baby because of the cop watching his every move. Later on, the man gave the baby to another older man who put the baby back into the same woman's stroller. The main man happened to walk by and the woman freaked out and got mad again. So he took the baby back and sat down with it. He all of a sudden changed when he saw the note that said to take care of this orphan child. His perspective changed, so when so many things went wrong to him. It was all in goodness because of how much his heart and personality was challenged.	
Native	EN_WR_20_14_CP	2018	Female	20	Central College	Spanish and Sociology	2	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	The video starts with a man out walking and stops to smoke. He is hit on the head by something that falls from above him and proceeds to smoke. He then notices a baby wrapped in blankets left by a wall and some bins. He looks around to see if anyone nearby seems to have lost the child or missing a child. A woman with a baby carriage comes by and appears to be looking for someone and the man assumes the baby belongs to her. He puts the baby in the carriage and she gets mad at him and says the baby is not hers. He continues to try and pass the baby along to others during his walk. The police man sees what he is doing and keeps a close eye on him. Eventually, after several attempts at getting rid of the child, the man sits down with the baby and finds a note saying the child is an orphan and to please love and care for him/her. The man takes the baby with him as he happily walks away.	
Native	EN_WR_20_14_SK	2017	Female	20	University of Birmingham	Linguistics	""	English	British English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin is walking along a street smoking when he gets hit on the head by falling materials being dropped from above. He then turns and sees a baby lying on the side of the street crying. He looks up, questioning whether it has been dropped from above. He then spots a woman with a pushchair so runs after her, and puts the baby in the pushchair, assuming that it is her child. The woman protests as it is not her baby, so he takes the baby and goes to put it back where he found it. However, a police officer shows up so he picks the baby up again and tries to give it to an old man with a walking stick, tricking him into taking it by pretending that he is just tying his shoe lace but then running away. The old man chases after him and, once again, puts the baby down in the same woman's pram. While trying to get away from the policeman again, Charlie Chaplin finds himself walking back past the pushchair, and as the woman had not seen who had actually put the baby in her pushchair this time, she assumes that it was him, chases after him and hits him with her umbrella, demanding that he take the baby back. The policeman turns up again so Charlie takes the baby again and sits down on the pavement. While holding it, he discovers a note saying 'Please love and care for this orphan child'. He stands up and walks away with baby.	
Native	EN_SP_20_14_EES	2018	Female	20	Messiah College	Spanish and Politics	3rd	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	2	""	uh there is a man walking through the street and he stops to smoke a cigarette when he finds a baby on the ground beside him / and he picks up this baby and intents to find the mother and he finds a woman with a baby stroller puts the baby inside and the woman stops him because it is not her baby she already has a baby in the stroller / uh so he picks the baby back up and walks around with it and then decides to leave it in the exact spot on the ground where he had found the baby / uh but then the police man sees him do this / and he picks up the baby again and has to go find someone else to give it to / uh and so he finds an older man with a cane walking through the street with a bit and gives the baby to him / uh and runs away from him / and this other man goes and puts the baby in the exact same baby stroller as the first man did / and when the woman leaves / the store that she's in she sees this other baby in the stroller and is very upset / so / and then the first man walks by the carriage at this point / uh and the woman catches him and is yelling at him and / the police come / and eventually this first man takes the baby again / and he walks with the baby a little bit more and then sits down on the curb / uh where he is thinking and it looks like he wants to put the baby in the the sewer drain underneath the street but then / doesn't and he finds a note in the baby's blanket that says uh please care for 'n' love my orphan child / and / he thinks a little bit more and he gets up and leaves and it appears that he does intent to take care of this child /	
Native	EN_SP_20_14_CP	2018	Female	20	Central College	Spanish and Sociology	2	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so the video starts off with a guy / who is walking around and / he almost gets hit by a ton of bricks and then / after that he goes for a smoke and after he starts smoking he starts walking a little and he finds a baby / uh on the ground wrapped up in blankets so then he picks the baby up 'n' / starts looking around to see if there's someone who / forgot the baby or something and / he / sees a woman with a baby carriage wa= walk by / and so he goes over there and sets the baby in the baby carriage / with / the woman's other baby / but then she comes out and she / he realizes it's not hers and she gets mad / so he takes the baby again and / starts walking away / then he starts looking for another place to / put the baby and / the police start suspecting something so they start following him around / and the man / is walking and sees another man and / hands the baby to him and runs away / and then the police find him again so he / kind of just runs off again / and after that / uh the other man puts the baby in the same carriage / and the woman thought it was the first man who did it so she starts running after him / and so he takes the baby again and / decides to go sit down with the baby / and he opens up the blankets and finds a little note with the baby that says that the child is an orphan and he decides to keep the baby	
Native	EN_SP_20_14_PM	2018	Male	20	Central College	English and Spanish	Sophomore	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	10	""	so in the / Charlie Chaplin video I just watched / he's walking down the street / minding his own business and / after a little bit of comic uh xxx out of him getting almost hit with bricks and lightning a cigar / he stumbles upon uh a baby / uh that just sitting on the ground / and at first he tries to he's not really sure what to do and then he tries to give it to a woman / and then the woman like catches him / trying to give the baby away and she's like no you take it back / so then he's kind of stuck / looking around he's not really sure what to do / and he's about to leave the baby uh pretty much back where he found it / and then a police officer walks by and almost catches him / xxx this child and obviously / not knowing the context the woman or the police officer / uh it looks pretty bad for Charlie so / Charlie ends up taking the baby and starts walking around try to find another place / uh to / or someone else to give the baby to / and he ends up finds this random man on the street / and he just give the baby the random man and runs away and the mans' like what do I do / so he ends up / funny enough finding the same woman that Charlie tried to give the baby to earlier and puts it in / her baby carriage / that are her ones in and walks away / and then by ten seconds later Charlie walks by and the woman notices Charlie walking by / and he looks at her / uh ca= baby carriage and she sees that oh there's the same baby as before so she gives him like a whaking with her umbrella / and afterwards ends up making him taking the baby again / then eventually hhh uh /  Charlie after some more / uh small / incident Charlie ends up sitting down with the baby kind of frustrated not sure what to do / so sits down with the baby and / peeks into a drain well or manhole and / maybe for a brief moment considers putting the baby down there / after some bare judgment better thinking he decides not to and holds the baby and then he ends up finding a small note that says please love this orphan child / and at the end of the video Charlie ends up keeping the baby /	
Native	EN_SP_20_14_AB	2018	Female	20	Central College	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	B2 (upper intermediate)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so / this / is / a video / of / Charlie Chaplin and / he / is might just be at the wrong place / at the wrong time every single time / he / is walking / and he / comes across this baby and a blanket by the dumpster / and / for us / I guess we would assume that it's just an orphan child or someone left the baby / uh but the title of the video is awkward as so I guess he / really didn't pick up that social cue / so / as he comes across the baby he picks it up / and / he sees that / a woman has come by with her carriage and seems to have a space for two babies / so he's like oh this lady has lost her baby and so he puts the baby in the cart and the lady / gets angry because clearly it's not her baby / and she gets mad at him so he takes the baby out / and he / wants to put it back where he found it cause clearly that was not the wrong spot / and then a police man shows up / and / the police man / is / watching over / Charlie / and Charlie realizes that he can't just / leave the baby / where / he found it / and so / then he picks up the baby because / now he is in charge of this baby that he's found / and he / obviously doesn't want the baby because he walks around / uh in a hurry trying to figure out what to do with it and so he sees a man / and he tricks the man / into taking the baby / and so as the man has the baby he comes across the same woman with the baby carriage that seems to have a space for two babies / and the man / puts the baby in the baby carriage / but / as he walks away / Charlie then comes by and the lady recognizes Charlie as the one who originally put the baby in the baby carriage / and so / the lady / then spots Charlie / walking and / she again gets mad at him / and so / the police man then comes by once again / at the wrong time / and Charlie seems to be there at the wrong place at the wrong time and the police man watches over and so / Charlie once again has to take the baby / and so / now he feels like he's all out of options so / he / sits down on the curb side / and / sees that there's a note with the baby / and it says / please care for this orphan child / so / it seems as though / once he saw this note / that said the child was an orphan child / he flipped the switch and was like oh this child has nobody I must care for it / whereas before / the child / just seemed to be lost / and so he had to care for this / find a home for this lost baby / but / it turns out it's an orphan child but what's interesting is that the police man / wasn't really doing anything he was just standing / and watching and / not making an efford to / find the owner or a home for this baby it was all up to Charlie Chaplin so / the video ends and we don't know / what happens / after / but it appears that / Charlie must care for this baby / I wonder if there's a sequel	
Native	EN_SP_20_14_TK	2018	Female	20	Central College	Business Management and Spanish	3rd	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	6	""	so in the video / uh Charlie is walking through the alley and people throwing trush out of the window and it hits him / uh and then decides he's gonna smoke a cigar and while he's standing in this alley smoking his cigar sees a baby on the ground / so he picks up the baby doesn't know who belongs to and all of the sudden a lady in a stroller walks by / and he just assumes oh must be this lady's baby so goes and puts / the baby he found in the alley in this lady's stroller and she comes out and gets mad at him because it's not her baby / so then walks back to / the alley he was in before and tries to set the baby d= back down on the ground / when a police officer sees Charlie doing this obviously and it looks like Charlie is trying to get rid of his own baby / and so then he asks to keep it / and so then he's wondering what to do / and uh he sees a man and / gives the man the baby and runs away / the man can't find Charlie cause Charlie is hidding in the alley / and so the man walks down on to a main street and sees an empty stroller belonging to the lady that Charlie had already tried to give the baby to / and he puts the baby in the stroller and the lady comes out and sees the baby / unfortunately Charlie walks out onto the street and the lady sees Charlie and assumes that he put the baby in her stroller again and she starts beating him with an umbrella / called the police man over / and so Charlie has to take the baby / and so then Charlie finally takes the baby and he goes to sits down on the curb / thinks about putting the baby down to the sewer drain / then he looks in the baby's blankets and sees a note / uh that addresses how the baby is an orphan child / so Charlie kinda reads it and then walks off with the baby	
