Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_WR_C1_21_13_14_CJK	2018	49 / 60	81.7	C1 (lower advanced)	Male	21	Universität Bremen	Englisch/Chemie Oberstufen Lehramtsoption	Englisch/Chemie	German	German	German	German	8	13	Yes	Australia	2016, 2017	9	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	3	Outside classroom	""	In the video you will see Charlie Chaplin being hit with some garbage. Afterwards he will find an orphan baby and tries to get rid of it while encountering several persons yet without success. First you will see him try to give the kid to a woman with another child though she seems very unpleased. Also when he is trying to set it back onto the ground he will encounter an policeman preventing him from that. Afterwards he gives the baby to an man who seems to have trouble walking. This man puts the baby back into the cart of the woman from the beginning which will identify Cahrlie Chaplin as the culprit and punishes him aswell as giving him the kid back.	
Learners	DE_WR_C1_21_13_14_LW	2019	53 / 60	88.3	C1 (lower advanced)	Female	21	Universität Bremen	Bachelor of Arts	English-Speaking-Cultures and Philosophy	German	German	German	German	8	13	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	Swedish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	12	Outside classroom	Monolingual dictionary (Spanish)	A man walks down an alleyway where garbage is thrown out of the windows and partly at him. He then lits himself a cigarette only to find a baby lying next to the trashcan. The man checks if there is anyone around whom the baby maybe belong to but hes not able to spot anyone until a woman with a baggy comes down the alley. With her having still space left in the baggy, the man assumes that the baby might belong to her and puts it in the baggy. The woman then refuses to take the baby, probably claiming its not her own.   While the man tries to bring the baby back to the place he found it, a police officer walks by and spots him  so the man stops his doing and continues walking. When he sees a man walking with a sick, he ask if he could hold the baby for him so he can tie his shoes. Being freed he rans off and leaves the baby and hides in the alley. The man with the stick tries to find him but instead discovers the abandoned baggy and places the baby inside. Meanwhile the man has to leave his cover because the police office is walking in his direction. He passes the baggy just when the Woman returns to her babby and notices the second baby. The woman rans after him and hits him with an Umbrella, and gets him to go back to the baggy but the man refuses to take the baby. But the woman sees the police officer walking down the streets and tries to make notice of the argument going on between her and the man. The man immediately picks up the baby and leaves the scene. He then sits down on the curb thinking about pushing the baby down the gutter but he doesnt. He spots a note claiming that the person who finds the baby hopefully loves and takes care for the baby.After a while he walks down the same alleyway he came from  still holding the baby.	
Learners	DE_WR_C1_21_13_14_GW	2018	53 / 60	88.3	C1 (lower advanced)	Female	21	Universität Bremen	""	""	German	Farsi	Farsi	German, Farsi	8	13	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	20	Outside classroom	Spellchecker	In the movie clip Charles Chaplin is on a stroll when he finds a crying baby lying on the floor of a lonely alleyway. Chaplin is confused and when in that very same moment a mother pushing a stroller passes him, he connects the dots and assumes that she dropped the baby. The woman is indignant and tells Chaplin to take the baby back when he puts it into the stroller with her own baby. He goes to put the baby back in the spot where he found it but a police officer catches him in the act. Chaplin flees the scene with the baby in his arms and catches a man walking when he turns the corner. He hands the baby over to him under the pretence of tying his shoes but then he promptly runs away, leaving the baby behind. In his quest to get rid of the baby, the man finds the stroller from Chaplin's previous encounter and puts the baby inside while the mother is nowhere to be found. In a fate of bad luck, Chaplin passes that very same stroller and the mother, who has now returned, assumes that Chaplin put the baby back inside. She drags him to the stroller and makes him take the baby back again with the help of the police officer. Chaplin, who considers throwing the baby into the sewer for a short moment, sits down and finds a letter between the cloth the baby is wrapped up in. The note begs the reader to “love and care for this orphan child”. Chaplin seems to be touched by this and the music transitions into a happier melody when he finally smiles at the baby. The video ends with Chaplin leaving the scene with the baby in his arms.	
Learners	DE_WR_C1_21_12_14_FS	2018	52 / 60	86.7	C1 (lower advanced)	Female	21	Universität Bremen	Linguistik/English speaking Cultures	2	German	German	German	German	8	12	Yes	England, New Zealand, Australia	England 2011-2017 (4x 10 weeks), New Zealand 2013 (March-April), Australia 2017 (March-April)	44	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B1 (lower intermediate)	4.25 / 6	French	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	23	Outside classroom	Bilingual dictionary (German/English)	"In the short film ""the Baby"" by Charles Chaplin Mr Chaplin personified a young man who found a baby while taking a walk. The first person he met was a nanny of another Baby, who he thought, could be the nanny of the Baby he found too. She denied it in a not very friendly manner and forced him to take the Baby back. He then tried to lay the Baby back in the streets but while doing so he was interupted by a police officer. Shortly after he met an old man, who he kindly asked to hold the Baby for a minute, and ran off. Unfortunetaly the old man passed the Lady with the other Baby again and put the Baby in her stroller. She then recognized Charlie in the streets shortly after and, joined by the same police officer, who entered the scenery due to coincidence, Charlie had no choice but to take the Baby back. The film comes to a close when Charlie found a letter with the Baby saying that somebody please love the orphan child. The final scene of the film shows Charlie adopting the baby eventually."	
Learners	DE_WR_C1_21_12.5_14_MR	2018	52 / 60	86.7	C1 (lower advanced)	Female	21	Universität Bremen	Grundschullehramt (BiPEb)	Englisch, Deutsch, Elementarmathematik	German	German	German	German	9	12.5	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	21	Inside classroom	Bilingual dictionary (German/English), Background readings about the task topic (newspapers, internet, TV, etc.)	"The short video clip ""The kid - the baby"" is an excerpt of the comedy movie ""The kid""  by Charles Chaplin, which was published in 1921. It deals with the issue of responsibility. The protagonist Charlie suddenly finds a baby in an absent corner beside some bins. He takes the baby and tries to hand it to several other people which he meets on the streets. As he does not know to whom the baby belongs, he hands it to several other passer-bys. For instance, Charlie tries to put the baby into a baby buggy of a woman, who reacts impulsive and aggressive. She hands the baby straight back to him. To conclude, he does not know where to take the baby, for all his tries to get rid of the newborn failed. Therefore he sits down with it and finds a small letter. In this letter it is written that the writer of it could not take care of the baby and hopes that somebody would take care instead. By this, the short clip ended."	
Learners	DE_WR_C1_21_11_14_JV	2019	54 / 60	90	C1 (lower advanced)	Male	21	Universität  Bremen	""	English-Speaking Cultures/Informatik	German	German	German	German	10	11	No	""	""	0	""	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	3.75 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	12	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	While Chaplin is walking through a really dirty alleyway he is hit by some trash someone has thrown out of the window. After that he decides to take out a cigar and shortly after that he notices a baby just lying on the ground, which he decides to pick up. Making a logic conclusion he puts the baby in a baby buggy of some unknown mother, thinking it is her missing child because the buggy is build for two babies. It turns out the woman is not the mother of the child and angrily returns it to Chaplin. Without any options left he puts the baby back to the place he found it, but is forces to take it back because a policeman spotted him doing so. Chaplin, not wanting to take care of a random baby he found, simply hands it over to some old man on the street and runs away. The old man is not able to find Chaplin, and by pure coincidence puts the child in the same buggy Chaplin tried earlier. The policemans presence forces Chaplin to take the same way the old man did making him walk past by the buggy. The woman notices him and beats him up with her umbrella. Unwillingly taking back the baby he is unsure what to do with it but after finding a note of the mother inside the blankets the baby is covered in, he decides to take care of the child.	
Learners	DE_SP_C1_21_12_14_FS	2018	52 / 60	86.7	C1 (lower advanced)	Female	21	Universität Bremen	Linguistik/English speaking Cultures	2	German	German	German	German	8	12	Yes	England, New Zealand, Australia	England 2011-2017 (4x 7-10 Tage), Neuseeland: 2013 März-April), 2017 (und Australien) März-April	3	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B1 (lower intermediate)	4.25 / 6	French	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	okay uh the short movie the kid by Charles Chaplin is about a young man who was walking through the city and found a baby in the street and he picked it up and didn't know what to do with it so he tried to return it to his owner at first that was uh his mom not his owner his mom there was a young lady he thought she could be the mom of the baby or the nanny of the baby but she wasn't and so she gave the baby back to him and he tried to put it back where he found it but a police officer interrupted him by doing so and / uh so he had to take the baby back and gave it to an old man he then saw the woman with a I think it's a carriage I don't know with the carriage and put it to the other baby she she soon found out that there was another baby in her carriage she recognized the baby and she recognized the young man again in the street so he had to take the baby back because she got hurt by a police officer and in the end he was sitting down one of the streets and thinking about what he's going to do next then he found a letter with the baby where it was written something like that this was an orphan child and somebody should adopt him and love him and so he was taking the baby ‘n’ walking out of the picture and so we could assume that he maybe take the baby in / I think that was about it	
Learners	DE_SP_C1_21_13_14_GW	2018	53 / 60	88.3	C1 (lower advanced)	Female	21	Universität Bremen	""	""	German	Dari	Dari	German, Dari	8	13	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	okay uh in the video we can see uh Charlie Chaplin walking down uh a backstreet uh and I think he's going to smoke ‘n’ then he sees uh a baby on the floor and uh he goes to pick him or her up and then the mother comes by ‘n’ he thinks that she dropped the baby ‘n’ he puts uh the baby in uh in her carriage I think uh and then she's furious because not her baby of course and uh he takes uh the baby back and uh goes to put the baby back where he found the baby and in that moment a policeman comes by and uh of course policeman thinks he's doing some weird stuff and he takes the baby back and goes a different way uh and sees a man walking there and uh he tricks him into taking the baby ‘n’ then runs away and then by fate he uh comes across the woman from earlier and the man who had the baby uh took took him or her and also did the same thing Charlie did earlier and uh of course the woman thinks then that uh Charlie Chaplin did it and uh she beats him up with an umbrella I think and uh then the policeman from earlier comes by and uh Charlie Chaplin then takes the baby and uh goes to sit down with him or her and uh for the first time he really takes a look and finds a letter and uh I think a letter says please love and care for this orphan child and he then smiles at the baby and we see him walking away and probably doing just that what the letter says	
Learners	DE_SP_C1_21_13_14_CJK	2018	49 / 60	81.7	C1 (lower advanced)	Male	21	Universität Bremen	Englisch/Chemie Oberstufen Lehramtsoption	Englisch/Chemie	German	German	German	German	8	13	Yes	Australia	2016, 2017	9	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	yes first you see Charlie Chaplin walking down an alley uh where stuff gets thrown down from the upper living rooms uh then he’ll light a stump of a cigarette uh already used up cigarette and he’ll sees a baby uh next to a garbage bin or something and he tries to f= figure out who it belongs to so he starts walking around uh but at xxx he’s doesn’t want to takes res= responsibility to take care of a child so the= he wants to to leave it again but when the policeman comes hhh he uh doesn’t not want to look like a culprit so he has to take care of the baby again so he leaves uh leaves with a woman with another baby when he sees her coming by maybe because he thinks she can already took care of one baby she’ll so must be her baby as well uh but she gets angry and tells him to takes baby again with him uh so he tries to find another way to get kind of rid of a baby without hurting it so uh he finds another man who looks like he has issues with walking so he give gives the baby to the man and then walk= uh pretends to tie his shoes and then walks away but uh this doesn’t work either because the man he gave the baby to uh finds a woman with a b= uh child from the first uh scene before and uh he gets the same sort as Charlie Chaplin putting the baby simply in the with the other one but uh then the mother comes back and notices again that this baby is in her cart and she gets angry at Charlie Chaplin when he walks by because she thinks that he must have been it again uh she hits him several times with her umbrella and the policeman comes by too again so Charlie Chaplin has again a responsibility to take care of the child and later on he’s sitting on the side of the street and he even thinks about throwing the baby in the sewage but he knows that he can’t do it he uh is too good hearted to just leave the baby but he also does not want the responsibility of the baby but then he finds out that the baby is carrying a letter which was kinda hard to read uh but it says something about uh the child being an orphan so in the end he uh went off with with a child taking care of it	
Learners	DE_SP_C1_21_13_14_LW	2019	53 / 60	88.3	C1 (lower advanced)	Female	21	Universität Bremen	Bachelor of Arts	English-Speaking-Cultures and Philosophy	German	German	German	German	8	13	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	Swedish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	12	Outside classroom	Monolingual dictionary (Spanish)	in the video the man or a man is walking down the street and uh occasionally gets thrown garbage at and while he lits himself a cigarette or a cigar I couldn't really tell he finds a baby picks it up and looks around if somebody is there then uh finds a woman who's uh / with her baby in a buggy and I he tries to put it in there in there but uh / the woman doesn't she insists on that he will= he would take the baby with him because it's not hers obviously and then he tries to put it back where he found it but a police officer catches him and he picks it up again so he tries his= another attempt with a man walk I think he has a walking stick and uh he I think he asks him if he could uh hold the baby while he's tying his shoes so uh that the man with the walking stick is holding the baby and he runs off the man with the walking stick then puts the baby back into the buggy of the same woman that he uh accidentally walked past and uh he then goes off and the the man in the beginning who found the baby uh / walks again I think accidentally passed the woman and she comes out the store she see= she sees that there is another baby and then sees the man again runs after him and gets him back uh and when the woman calls him the police officer uh he the man gets the baby xxx again and uh to avoid any conversation or argument / oh wait there's also the end where uh he's taking the baby and walking around I think not knowing what to do then sitting on the the street curb or uh and then thinking about throwing the baby down the gutter but he isn't doing that and finds a letter and uh that I think that it's abandoned and somebody should take care of it and he just gets up and I guess keeps it	
Learners	DE_SP_C1_21_10_14_AE	2019	48 / 60	80	C1 (lower advanced)	Male	21	Universität Bremen	Inklusive Pädagogik/ English speaking cultures	Inklusive Pädagogik/ English speaking cultures	German	Arabic	German	German	11	10	Yes	New Zealand	2017-2018	9	Cambridge certificate	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	French	B1 (lower intermediate)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	10	Outside classroom	""	okay so first of all the scene starts in black and white and keeps on being in black and white as well Cha= Cha= Charles Chaplin uh rumbles out of a building and finds himself on the street uh he walks down the street and finds a baby on the ground uh the baby seems to be without any care there's no parents around it or anything so he picks it up uh and doesn't really know what to do with it so the first thing he does he tries to put it in another child wagon uh but the mother doesn't want him to so uh she tells him to take the baby back uh his next attempt to get rid of the baby is uh when he tries to just put it on the ground but the police officer finds him and tells him not to do that so he put he takes it back and his next attempt is a little bit more successful when he tries to put it into the arms of another man the other man uh on the other hand he puts it back into the child wagon where Charlie Chaplin first tried to put it in and when Charlie Chaplin randomly ran past the street the mother came back and saw him running so she caught him up and put the baby back into his arms so he was again with the baby uh and the last thing is when he sits on the ground ‘n’ thinks of even putting it into uh just somewhere in the streets uh he he reads a card uh where you can read letters uh please love and care for this child and in this moment he starts to get attached to the child and maybe even sees his destiny in becoming a father to the child / yeah that's it	
Learners	DE_SP_C1_21_11_14_JB	2018	51 / 60	85	C1 (lower advanced)	Male	21	Universität Bremen	Zwei-Fächer-Bacherlor mit Lehramtsoption	Biologie, Englisch, Erziehungswissenschaften	German	German	German	German	9	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	uh a man walks along a street where thra= uh trash gets thrown out of the window and he gets hit by some trash after that he lights the rest of a cigar and looks around ‘n’ sees a baby and he thinks somebody lost this baby a mother with a wagon for children uh walks by and he runs to her saying you dropped something and tries to hand the baby to her but it isn't hers so he has to walk along with the baby and hhh tries to put it back to the trash cans but he's stopped by a policeman and is taking up the baby walking along the streets again where he mee= meets another old man and asks him to hold the baby while he ties his shoes and while the old man holds the baby he's running away to hide and get lost of the baby / but unfortunately uh the old man finds the same mother again with the wagon with the other child in it and the old man / puts the baby in the wagon and after that uh the / actor walks by and the mother sees him and / thinks he wanted to put the baby again in her child wagon but uh and he for= she forces him to take it back in cooperation with the policeman while he's walking along the street again after that with the baby he sits down on the sidewalk and thinks about dropping the baby in the sewer but uh he / stops this idea and finds a letter in the baby's cushion and it says please love and care for this orphan child	
Learners	DE_SP_C1_21_11_14_JV	2019	54 / 60	90	C1 (lower advanced)	Male	21	Universität  Bremen	""	English-Speaking Cultures/Informatik	German	German	German	German	10	11	No	""	""	0	""	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	3.75 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	12	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	Chaplin is uh walking down an alleyway and gets hit by some garbage someone has thrown out the window after putting out a new cigar out of his box he finds a baby lying on the ground and decides to put it up / a woman walks by with a buggy with the child in it and he thinks that the child belongs to the mother / he puts the child into the buggy because uh because it's for two childs but uh the mother notices it and uh forces him to take back the random child / he decides to / put it back to where he finds it but a policeman / but the policeman watched him doing it and he has to / take it with him but he doesn't want to have a random baby with him so he just gives him gives it to some random old man and runs away the o= old man isn't able to find him and accidentally puts the baby into the same buggy Chaplin does before did before / Chaplin walks by the buggy a few seconds later and the woman notices again and beats him up with the umbrella and is forced to take the baby again / and after noticing a little note inside uh wi= with the baby uh probably from the mother it says that whoever finds the baby should take care of uh the baby and so Chaplin decides to take care of the child	
Learners	DE_SP_C1_21_12.5_14_MR	2018	52 / 60	86.7	C1 (lower advanced)	Female	21	Universität Bremen	Grundschullehramt (BiPEb)	Englisch, Deutsch, Elementarmathematik	German	German	German	German	9	12.5	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	uh in this short video clip Charles Chaplin the baby hhh and there is Charlie Chaplin who walks yeah who walks around a small street and finds a baby lying beside some bins and so he takes the baby and when a woman walks by he thinks that the woman has forgotten her baby or has lost the baby so he walks towards her and wants to give her the baby back into her baby bug= buggy but uh yeah the woman shows that it is definitely not her baby and she gets angry so Charles Chaplin takes the baby back and uh wants to put it back to the place where he found it on the ground uh there was a policeman who stands behind him who takes him that he should take the baby back and should not put it on the ground so Charle Chaplin swiftly takes the baby and walks away uh he walks around the corner and so and he meets a man who yeah whom he wants to give the baby he pretends that the man should hold the baby uh but then he swiftly runs away the old man then gets angry and walks with the baby toward a shop where a baby buggy is standing in front of the shop uh when he arrives there he puts the baby into the baby buggy but the woman the mother of the other baby is the is the woman with the baby buggy whom he wants to hand the baby uh before which Charles Chaplin has already tried to put the baby into the buggy so the woman gets angry again and uh Charlie Chaplin walks by and meets the woman again and she gets more angry than before there is also the police officer who who walks by and sees the encounter and uh when Charle Chaplin sees him as well he takes the baby again and walks away finally he sits down and reads a letter which was yeah which was handed by the baby and uh yeah he reads the he reads the small letter which tells that uh which has the words please care and love this orphan child Charles Chaplin reads the letter and uh yeah holds the he holds the small child in his arms and then finally settles down with the baby	
Learners	DE_WR_C1_22_14_14_SLK	2018	53 / 60	88.3	C1 (lower advanced)	Female	22	Universität Bremen	English-Speaking Cultures & Geographie auf Lehramt	""	German	German	German	German	8	14	Yes	Ireland	2015-2016	10	CAE	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	30	Outside classroom	""	Chaplin is a smoker, who can't seem to take care of himself and always ends up having thrown rubbish on himself. He is wearing a suit and a hat, carrying a walking stick. The second time a person dropped rubbish on Chaplin trough the window, he was angry and started coursing at this person saying: 'Awkward ass'. After this he lit up his cigarette and walked on. Suddenly, he found a crying baby so he picked it up and put it into the pram of a woman that just walked by saying to her: 'Pardon me, you dropped something.', which shows that he is being polite and slightly rude at the same time as he is assuming that the baby belongs to the woman. The woman complained so Chaplin took the baby again and put it back to where he found it. What he didn't realize was that he has been watched by a policeman so Chaplin had to take the baby into his arms again. When another man, who was older than Chaplin, passed by, Chaplin gave him the baby and ran away. This man put the baby back into the woman's pram which stood outside a store. When the woman came out of the store and discovered the second baby in her pram she was annoyed and started to get angry. Chaplin walked by her and she couldn't help herself but attacking him as well as showing him why she did so. The policeman walked by and the woman complained to him about Chaplin who ended up carrying the baby with him again. Sitting down in the edge of the sidewalk beside a drain, he was thinking about dropping the baby there but hesitated as it was most likely to be the child's death sentence. Then he found a letter in between the child's clothes, which he began to read. It said: 'Please love and care for this orphan child'. Chaplin put the piece of paper into his chestpocket and looked at the baby. In the end, he got up and walked away with the baby carried safely in his arms.	
Learners	DE_WR_C1_22_15_14_AD	2019	53 / 60	88.3	C1 (lower advanced)	Female	22	Universität Bremen	Kulturwissenschaften/ESC	Kulturwissenschaften/ESC	German	Armenian	Armenian	Armenian	7	15	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	Armenian	C1 (lower advanced)	C1 (lower advanced)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	15	Outside classroom	Bilingual dictionary (German/English)	Charlie Chaplin is walking down the street while smoking a cigarette. Suddenly bricks fell down on him from above, which turned his cigarette off. While lighting up a new cigarette, he discovers a baby beside a garbage can. He assumes that the baby belongs to a woman with a stroller, who walkes by in that moment. Consequently, he puts the baby inside the stroller but the woman gets angry and forces him to take the baby back. Afterwards, he tries to lay the baby back down beside the garbage can but a police officer happens to overlook the scene, forcing him to take the baby back into his arms. After noticing an elderly man walking by, he forcefully makes the man take the baby and walks away. The man coincidentelly discovers the same woman with the stroller from before and puts the baby into the stroller without the woman noticing. When Chaplin walks by again, the woman sees the baby in the stroller and angrily forces him to take the baby again under the watchfull eyes of the police officer. After shortly thinking about puting the baby into the drain channel, Chaplin gives up and discovers a letter inside the blanket in which the baby is wrapped up which notifies him that the baby is an orphan. Shortly after reading that Chaplin happily decides to keep the baby.	
Learners	DE_WR_C1_22_14_14_BG	2019	52 / 60	86.7	C1 (lower advanced)	Female	22	Universität Bremen	Lehramt BA	English-Speaking Cultures und Geschichte	German	Turkish	Turkish	Kurdish, Turkish, German	8	14	No	""	""	0	IELTS C1	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.75 / 6	Turkish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	Written	14	14. Chaplin	written_online	30	Outside classroom	Bilingual dictionary (German/English)	In a rather trash-filled ally, were people do not care about the waste and trash they are throwing out of the window on the streets, the Tramp, played by actor Charles Chaplin is taking a walk. A few moments later he finds a little baby, wrapped in blankets laying on the ground in a little corner. Chaplin looks up to the balcony which causes for comedic effect. He seems to think that someone had thrown out their child, just like they are throwing out trash out of the balcony. He immediatly takes the baby and tries to find it's mother or father. He tries to find someone he can give the baby to. After seeing a woman with a stroller, he assumes that the baby belongs to the woman eventhough there was already a baby in the stroller. He carefully places the child in the stroller and tries to get out of the situation as politely as possible. He even says: ''you dropped something'' and is tipping his head, like he has done something admirable. But the woman is not accepting that child and gives the baby back to Chaplin. His second idea is to simply place the baby back to where he found it. On the street, right next to a trash can. This plan is quickly interrupted by the police officer passing by. He is not asking why Chaplin is trying to put the baby there, he simply gives him a look and Chaplin takes the baby and goes away. His third plan is to give the baby to a man he sees on the street. He told the man that he has to tie his shoe and as soon as the man takes the child, Chaplin runs away. The man, holding the baby in his arms sees the woman with the stroller and, like Chaplin just places the baby in the stroller and runs away. Chaplin is passing by that woman a moment later and she immediatly recognizes him and is furious. She even smacks him on his head and gives him back the baby. In that moment, the tramp was visibly desperate. He did not know what to do with the baby so he just sat on the sidewalk. Unwrapping the child a little bit, he discovers a note that says ''love this orphan child''. After that he gives the baby a little hug, gets up and goes his own way. He is not looking for anyone he can give the baby anymore. He is taking it with him.	
Learners	DE_SP_C1_22_14_14_BG	2019	52 / 60	86.7	C1 (lower advanced)	Female	22	Universität Bremen	Lehramt BA	English-Speaking Cultures und Geschichte	German	Turkish	Turkish	Kurdish, Turkish, German	8	14	No	""	""	0	IELTS C1	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.75 / 6	Turkish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	uh in the video you can see Charles Chaplin walking down like a filthy street and where people literally throw out trash out of the balcony and he is uh not happy about the situation when he tries to lit a cigarette and while he walks he finds a little a baby near a dumping right next to the dumpster and he takes the baby and seeing a woman uh walking down the street and with the stroller with the baby in it he just assumes that the baby fell out of that stroller which causes for the person a comedic effect of this rather sad situation that a baby was left on the dumpster and uh after putting the baby in the stroller he said you dropped something and even assumes that he did something nice for the lady and then he tips his hat like and saying you're welcome and but the woman is not happy about that she uh t= tells him to take the baby and is uh rather aggressive about it and uh really desperately he decides to take the baby back to where he found it and but the police officer xxx back and without uh even arguing or without even uh trying to explain xxx he take the baby like he’s trying to uh do something right which is uh interesting because he could have told the police officer that the baby is not his or that he doesn’t know how this baby belongs to but he seems to be so frightened that he just take the baby again uh and in the moment of despair he gives the baby to a total stranger walking down the street and then uh well t= telling him that he has to uh tie his shoe after that uh the man finds the same lady with the same stroller and puts the baby in the place again and he just take off and when Charles Chaplin walks down the same street again the woman sees him and just drags him back down to the stroller and is again really aggressive and very curious about the situation and tells uh him to take the baby and uh then the police officer comes again and uh he has no other option but to take the baby again and when in the last scene when you can see that he’s sitting uh on the sidewalk and he even opens up uh hhh the underground xxx to put the baby down there but uh he decides not to do it he then you know decides uh to look at the baby and notices that there’s a little note and tucked into his clothes that says love and care for this orphan chil= orphan child and this note immediately speaks to him because he decides uh to he looks at the baby he smiles and just gives him a little hug and then he gets up and goes his own way so to say that he accepted the note and that he is going to take care of that orphan child	
