Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_WR_B2_18_8_13_LD	2016	46 / 60	76.7	B2 (upper intermediate)	Female	18	Bremen	BA English Speaking Cultures: Spanish, ESC	1st year undergraduate	German	German	German	German	10	8	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, there was a happy little boy that lived together with his puppy and a frog in a jar. He was content to be able to spend his evening together with his pets when he decided to go to bed. Suddenly, in the middle of the night the frog jumped out of his jar and run away. The next morning the little boy woke up and saw what happened. He was sad and missed his frog so that he decided to go and search him. The boy and his puppy got up and went to the forrest, searching and shouting for his frog to come back. They climed trees and stones to see where his frog could be, yet unfortunately they did not find him. Suddenly a deer appeared and took the boy onto his back and stopped immediately in front of a lake. That's why they boy fell into it. Soaked and sad the boy and his puppy climbed out of the lake. They were still thinking about the frog when a whole frog family appeared right beside them. The boy smiled and got really excited because his pet frog was amongst them. He took his frog and went home waving his newfound friends, the frog family.	
Learners	DE_SP_B2_18_8_13_LD	2016	46 / 60	76.7	B2 (upper intermediate)	Female	18	Bremen	BA English Speaking Cultures: Spanish, ESC	1st year undergraduate	German	German	German	German	10	8	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Once upon a time there was a little boy that had two pets a dog and a frog in a glass So one day he went to sleep and the dog / slept on top of them / the frog disappeared uh in the night and the next morning / the / little boy and his dog saw that he disappeared and they were really sad so they started to / search for the frog in a forest they climbed hills and trees and even looked / uh / on top of the trees / as the little boy climbed a hill suddenly / uh a deer appeared and took the boy and the dog on to his back and run away with them he then throw / them into a river / and the little boy and his dog needed to climb out of the river to / and were very wet so when they climbed over a little uh tree / they suddenly saw / a frog with his family and little baby hhh frogs and / they also saw that his frog was with them so he then took his frog back and walked home / and waved / the little family with their two uh frogs and their babies good-by.	
Learners	DE_WR_B2_19_9_13_IA	2016	47 / 60	78.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: Media, Communications	1st year undergraduate	German	German	German	German	11	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"One day Tom was alone at home. His parents were on a holiday and he had to stay all day in his room. Therefore, he was alone and really bored. Only his dog kept him company. However, suddenly he recognised a strange and uncommon sound. What's that supposed to mean, he asked himself and looked aroud. And there it was: a little beautiful frog in a glass prison. Tom felt at once less alone and unhappy. Now they were three of them being bored in this lonely prison. After a while he fall asleep. The little frog Simon had waited hours for this moments. After ensuring himself that the dog was sleeping too, he jumped out of the glass prison and into freedom.  <br/>  The next day when Tom woke up, his heart skiped a beat. ""Oh no, he is gone"", he cried. He might have fallen into his melancholic sadness again but the dog jumped up and down the door forcing him to open it. <br/>  Tom and the dog searched all day for the little frog but the was no sign of life. They looked on the trees, under big stones...just everywhere. While standing on the big stone, Tom tried to balance with the help of a tree next to the stone. However, it was no tree but a huge animal, a deer, which seemed not to like being treated like a tree. He angrily through Tom into the river and the dog jumped inside, too. When Tom and the dog were safely at he river bank again, the saw a big frog family hiding behinde a fallen tree. ""Oh look there he is"", he happily said. ""Well it seemed as if he just wanted to return to his family. All right, let's go. Everyone needs family!"""	
Learners	DE_WR_B2_19_11_13_KS	2016	44 / 60	73.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: ESC, Economics	1st year undergraduate	German	German	German	German	8	11	Yes	USA	""	4	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a little boy and his dog found a frog, they took him home and watched him all evening until they fell asleep. Over night, the dog escaped out of his glas and left, what the boy and his dog recognized the next morning. They decided to went looking for their new friend and went to the forest. The boy climbed up trees and rocks to find his friend, the frog. Suddenly a deer came from behind and pushed the boy and the dog into a river. Luckily it wasn't deep, so the boy and his dog could get to land easily, where they surprisingly see their frog. But not just him, they also see his family and therefore decide to leave him there after saying goodbye.	
Learners	DE_SP_B2_19_9_13_IA	2016	47 / 60	78.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: Media, Communications	1st year undergraduate	German	German	German	German	11	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	So uh Colin has to spend the whole day uh alone in his uh room because his uh parents are on holiday uh and he's be xxx uh water hhh and then uh he sees uh that there is frog which xxx xxx parents has left for him and his uh dog is really uh surprised hhh and uh then he uh he is watching the uh frog all all the time but when he uh falls asleep and and falls asleep and then when he wakes up again the frog is missing / so uh he uh goes outside and uh calls for the frog hhh but he can't uh find him / so uh he is looking uh on a tree and / in the garden but uh the frog is missing hhh uh and then he / uh / but suddenly there is uh / there is an animal uh which / of uh he is really frightened of hhh and uh then he falls into the / into a river uh a= accompanied by the dog hhh and uh / yes when he tries to get out he uh xxx this falls i- in again hhh but then uh he he succeeds he succeeds sorry and uh when he is outside again he sees uh the frog with his family and uh yeah they are sitting together and uh he is really happy that he uh found the dog uh the frog though and uh yes then he uh goes home again.	
Learners	DE_SP_B2_19_11_13_KS	2016	44 / 60	73.3	B2 (upper intermediate)	Female	19	Bremen	BA English Speaking Cultures: ESC, Economics	1st year undergraduate	German	German	German	German	8	11	Yes	USA	""	4	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day a little boy and his dog found a frog / but over night the frog escaped and the boy and the dog went looking for him in the forest / they climbed up trees and rocks but then a deer came and throw the dog and the boy into a river / but lucky for the boy and the dog they found their new friend the frog near the river and saw that / the frog / went back to his family / so the boy and the fro= uh the dog uh / said good-by / to the frog family and left.	
Learners	DE_WR_B2_20_10.5_13_GD	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	10.5	Yes	USA	""	11	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French, Croatian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day a little boy called Timmy found a frog while playing outside. He wanted to keep the frog and watch it grow so he decided to put it into a jar. When Timmy was asleep at night the frog climbed out of that jar and got away. When Timmy woke up the next morning he was really sad that the frog was gone and wanted to go outside to find it. Timmy took his dog with him and they were searching for the frog everywhere. They were screaming its name, climbing trees and rocks. Then suddenly Timmy grabbed something what he thought was part of a tree. But actually it was the horn of a deer. The deer did not really enjoy that and pushed Timmy and his dog into a river. Timmy and his dog swam over to the shore and climbed over a fallen tree to get out of the water. But what was that? Behind this tree there was a family of frogs and Timmy recognised his frog. It was the father of this family. He was really happy that he found him but did not want to take him away from his family. One of the baby frogs wanted to go with Timmy. So he grabbed him and took him home waving at the frog family. Everybody was happy and little Timmy finally had a frog to keep.	
Learners	DE_WR_B2_20_12_13_VK	2016	46 / 60	76.7	B2 (upper intermediate)	Female	20	Bremen	BA English Speaking Cultures, Teacher Training: History, English	1st year undergraduate	German	German	German	German	8	12	Yes	New Zealand	""	5	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"One night, a little boy calles Tom and his dog Jimmy where watching the frog, they caught together, thinking about what they could name him. Or is it a she? The frog sits in his jar at the end of the boy's bed. During the night, when both Tom and Jimmy are asleep, the frog climbs out of the jar. In the morning,Tom and Jimmy wake up and see, that the frog is gone. Immediatly, they start looking for him. ""Froooog!"", shouts Tom, because they had not come up with a name yet. Jimmy is houling as well. The boy climbs up on a tree, the dog searches the ground, but they see no sign of the frog. <br/>  Tom then climbs a rock,leaning on a tree, not knowing that the tree is in deed a deer. The deer promptly throughs Tom and Jimmy of a little cliff, where they land in a little lake with a loud splash. While climbing out, they see the frog, who is obviously a male, since he is sitting there with what appears to be a lady-frog and many baby frogs. Since Tom and Jimmy know, that the frog now has dad-duties, they can impossibly take him with them. They then decide to take one of the frog children,whanting to show him or her - it looks like a him- a life outside the woods. Since dad-frog already realised that Tom and Jimmy are two lovable, caring ones, he approves of this idea. He is probably going to visit them soon, or maybe they will come back, who knows?  <br/>  The boy and the dog wave at the frog family, taking Billy, their own newest family member, with them."	
Learners	DE_WR_B2_20_12_13_LH	2016	44 / 60	73.3	B2 (upper intermediate)	Female	20	Bremen	BA English: French, English	1st year undergraduate	German	Turkish	German	German	8	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish, Turkish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, there was a boy who enjoyed spending time with his dog and his frog. Each evening, they go to bed together. One evening, while the boy and his dog were asleep the frog escaped. The next morning the boy woke up and noticed that one of his friends was gone. Both the dog and the boy were very sad. They decided to go out and search for the frog. They went to a forest and shouted out the frog's name. Unfortunately, the frog did not answer. They were searching in each corner of the forest. The boy even climbed on stones in order to shout out louder. When he did so, he was hit by an elk. As a consequence, he fell into small lake. The dog, as well, was hit by the elk and fell into the lake, too. When they got out of thhe water, they found the frog sitting behind a tree. They were surprised since the frog was not alone. He was accompanied by a whole family of frogs. Finally, the frog went back home with the boy and the dog and everyone was happy.	
Learners	DE_WR_B2_20_8_13_JA	2016	46 / 60	76.7	B2 (upper intermediate)	Male	20	Bremen	BA Teaching: Art, Media, Aesthetics	1st year undergraduate	German	German	German	German	13	8	Yes	USA	""	10	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Turkish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Once upon a time a little boy and his dog found a frog. The boy decided to make it their pet by taking it home and putting it into a small glas jar. Every night the boy and the dog were watching the frog until they fell asleep, but one night, when both of them were asleep, the frog managed to escape. When the boy and his dog woke up and noticed that the frog was gone they were desperate and decided to go out into the forest and look for him. After hours of searching all over the forest they still couldn't find the frog. They stepped on rocks, climbed on trees and even got to know other animals living in the forest. One of those animals was a deer. When the boy climbed on the deer's back looking for the frog it pushed him and his dog of an edge. The puddle of mud they fell in was right next to a fallen tree where they coincidentally found the frog and his whole family. The boy knew he couldn't take all of them and especially not the father, so he decided to take one of the smaller ones to take home with him and raise it.	
Learners	DE_WR_B2_20_9_13_LR	2016	41 / 60	68.3	B2 (upper intermediate)	Female	20	Bremen	BiPEB Teacher Training: Maths, English, German	1st year undergraduate	German	German	German	German	8	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day Timmy and his dog could not fall asleep, because they were too excited. During the afternoon they found a frog in the garden and put it into an old glass to take it into the house. Finally Timmy fall asleep but when he woke up the next morning his frog has left the glass. Timmy and his dog tried to find the frog and searched it everywhere. They went throung the garden into the woods. They searched it in the trees and under the stones. Unfortunately they dirsuped the other animals in their daily routine and consequently the deer threw Timmy and his dog into a lake. Being very wet they went out of the lanke. Timmy and his dog sit down on an old tree to get dry. There they saw the frog. But he was not alone. Around him there were many other frogs, the family of the frog. Now Timmy could understend why the frog left the glass and very happy he went home again.	
Learners	DE_WR_B2_20_10_13_MG	2016	45 / 60	75	B2 (upper intermediate)	Female	20	Bremen	BA Teacher Training: English, French	1st year undergraduate	German	German	German	German	8	10	Yes	Malta	""	3	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a boy sits with his dog in his bedroom in front of a glass. Inside of the glass, there is a frog. During the night, while the boy sleeps, the frog climps out of the glass and leaves the room. The next morning the boy wakes up and looks surprisingly at the empty glass. Afterwards, the walks into the forest with his dog in order to search the missing frog. He climbs onto trees and searches everywhere. He climbs onto a big rock and shouts the name of the frog. Suddenly, a deer appears ehind the rock and the boy falls onto the head of the deer. Then the deer runs around with the boy on his head and stops suddenly with the result that the boy falls into a lac with his dog. Totally wet but not injured, the boy climbs out of the lac and he sees the missing frog with his family. The frog has a lot of babies. The boy realises that the frog is happy with his family and does not want to stay in the glass. He therfore leaves happily the forest with his dog and returnes home.	
Learners	DE_WR_B2_20_12_13_AT	2016	43 / 60	71.7	B2 (upper intermediate)	Female	20	Bremen	BA English Speaking Cultures: English, Economics	1st year undergraduate	German	German	German	German	8	12	Yes	Australia	""	6	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day there was a young boy in his bedroom with his dog. In a glas he had a frog. When the boy and the dog went to sleep at night, the frog jumped out of the glass and the next morning he was not there anymore. The boy was very sad when he discovered that the frog was gone. Therefore, he and his dog went outside to search the frog in the forrest. The boy climbed up trees trying to find the frog. He also climbed up some rocks and called out for the frog. He did not realise that there was a deer behind the rock and suddenly he found himself on the head of the deer. The deer got scared and pushed the boy away so that he and his dog fell down into a lake. When they climbed out of the water, they found the frog behind a tree. He had his own family with many little frog babys. The boy was very happy to see that the frog is doing well and that he has his own family. He said goodbye and went home with his dog.	
Learners	DE_SP_B2_20_12_13_VK	2016	46 / 60	76.7	B2 (upper intermediate)	Female	20	Bremen	BA English Speaking Cultures, Teacher Training: History, English	1st year undergraduate	German	German	German	German	8	12	Yes	New Zealand	""	5	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh one day a little boy and his dog were watching the boy's frog uh which was sitting in a little glass or a jar / uh then during the night the djog= the do= the frog jumps out of the jar and the next morning the dog and the boy uh see that the jar is empty and uh search for the frog they are going into a wood and uh both are looking for the frog the dog is looking / near a tree and the boy is looking inside a tree he then he then goes on a rock and leans on a tree to uh shout for the frog but the tree is not really a tree but a deer then there which then pushes the dog and the boy off a / cliff hhh both of them land in a lake and when getting out of the lake they see the frog having a family with many children and a wife they are happy to see the frog and the boy takes the little frog with him and waves back at the family who watches him leave.	
